id,name,description,address,city,state,zip_code,phone,email,website,services,website_valid
54,A&J Electric INC.,"A&J Electric INC. is your trusted partner for all electrical needs. Our commitment to excellent service, quality workmanship, and product reliability ensures customer satisfaction.","616 South Avant Lane, Memphis, TN 38105, 40 Snuggs Circle, Mayflower, AR 72106",Memphis,TN,72106,not available,ajelectric@aj-electricllc.com,http://aj-electricllc.com,"[""We provide all of your electrical needs. We provide you with excellent service, quality workmanship, product reliability and satisfaction.""]",True
55,ACTION SOLAR & ELECTRIC,"ACTION SOLAR & ELECTRIC is a full-service commercial and residential solar installation company, as well as a licensed electrical contracting company. Our expertise lies in the installation of trackers and roof-mounted solar systems. With a strong focus on innovation and customer satisfaction, we empower businesses and homes to harness the power of the sun, reducing their carbon footprint and saving on energy costs.","204 Deer Ridge Dr., Chapel Hill, NC 27516",Chapel Hill,NC,27516,19192599533,info@actionsolarnc.com,http://www.actionsolarnc.com/,"[""Full service commercial/residential solar-installation company and licensed electrical contracting company. Specializes in trackers, and is equally experienced with roof mounted solar systems.""]",True
56,Flatrock Solar,"Flatrock Solar is a pioneering force in the solar energy industry, dedicated to providing turn-key solutions for residential and commercial clients. Our team of experts designs and installs solar and energy storage systems that harness the power of the sun to reduce carbon footprint and increase energy independence. With a focus on innovative technology and exceptional customer service, we empower our customers to take control of their energy future.","Durango, CO, 81303 United States",Durango,CO,81303,19704035004,info@flatrocksolar.com,https://flatrocksolar.com,"[""Solar System Design & Installation, Turn-key solutions, Solar and Energy Storage (battery) systems, and more""]",True
57,Elite Electric,"At Elite Electric, we harness the power of solar energy to create a sustainable future. Our mission is to provide safe and clean energy solutions that empower individuals and businesses alike. With cutting-edge technology and expert expertise, we strive to make a positive impact on the environment while driving growth and profitability. Join us in our pursuit of a better tomorrow.","9415 Bellegrave Ave., Riverside, CA, 92508",Riverside,CA,92508,19516815811,not available,https://www.elite-electricinc.com,"[""Solar Power, Safe and Clean Energy for a Better Tomorrow""]",True
58,"FOUR ELEMENTS ENERGY, Inc.","FOUR ELEMENTS ENERGY, Inc. is a pioneer in renewable energy solutions for residential and commercial businesses. We harness the power of nature to provide sustainable energy alternatives, empowering our clients to reduce their carbon footprint and lower their energy costs. With a focus on innovation and customer satisfaction, we strive to be the trusted partner for all energy needs.","54630 60th Avenue, Lawrence, MI, 49064",Lawrence,MI,49064,12692671804,not available,https://www.fourelementsenergy.com,"[""Renewable Energy Solutions for residential and commercial business""]",False
59,A-TEX Roofing & Remodeling,"A-TEX Roofing & Remodeling - Your trusted partner for all your roofing and remodeling needs. With a passion for quality and customer satisfaction, we provide comprehensive services for residential and commercial properties. From repair and replacement to installation and maintenance, our team of experts will help you achieve your goals while ensuring your peace of mind. Experience the A-TEX difference today!","16106 University Oak Suite 2, San Antonio, TX 78249",San Antonio,TX,78249,12107750398,info@atexroofing.com,http://atexroofing.com,"[""Residential and Commercial roofing, including repair, replacement, and installation. Services include: Residential Roofing, Commercial Roofing, Total Care Club, Emergency Roof Repair, Gutter Installation, Painting, Carpentry, Garage Doors, Siding Installation, Solar Installation, Asphalt Roofing, Insulation""]",True
60,Ecotech Solar,"Ecotech Solar - Harnessing the Power of the Sun. At Ecotech Solar, we empower homes and businesses to thrive on clean energy. Our team of expert solar panel specialists design and install innovative solar energy systems, backed by reliable battery storage. Trust us to illuminate your path to a sustainable future.","1331 Meador Ave, STE 103, Bellingham WA 98229",Bellingham,WA,98229,13603187646,info@ecotechsolar.com,https://ecotechsolar.com,"[""Solar energy design and installation, battery backup, solar panel experts""]",False
61,JK Exteriors,"JK Exteriors is a premier provider of comprehensive exterior solutions. Our team of experts specializes in roofing, siding, windows, and solar panels, ensuring that your home is protected and beautiful. Whether you're looking to remodel your kitchen or bathroom, or repair storm damage, we're here to help. With a focus on exceptional craftsmanship and customer service, JK Exteriors is the trusted choice for homeowners in [insert location].","High Ridge, MO, 63049",High Ridge,MO,63049,13149686628,office@jkexteriors.com,http://www.jkexteriors.com,"[""Roofing, Exteriors & Home Remodeling, Solar Panels, Roofing, Exterior, Remodeling, Siding and windows, kitchen or bathroom remodeling, exterior replacements and help with insurance claims due to storm damage.""]",False
62,Scarab Media,"Scarab Media is a pioneering web development company that empowers businesses to thrive in the digital landscape. With expertise in website development, maintenance, and e-commerce solutions, we help our clients build a strong online presence and drive growth.","735 Montgomery St #250, San Francisco, CA, 43202",San Francisco,CA,43202,19259436282,support@projecta.com,https://projecta.com,"[""Website development, maintenance and E-commerce solutions""]",True
63,360 Electric HVAC,"At 360 Electric HVAC, we empower homes and businesses to thrive with innovative electrical services, HVAC solutions, and cutting-edge generators and solar systems. Our team of experts partners with clients to craft customized energy strategies, ensuring seamless operation and maximum efficiency. Revolutionize your energy landscape with 360 Electric HVAC.","180 Detroit Ave, Morton, IL 61550",Morton,IL,61550,13092228328,office@360-elec.com,http://www.360electrichvac.com,"[""Electrical services, HVAC, generators, and solar solutions for homes and businesses.""]",True
64,Four Ace Electrical Services Corporation,"Four Ace Electrical Services Corporation is a premier provider of comprehensive electrical solutions for industrial, commercial, and residential clients. With a commitment to excellence and a passion for innovative problem-solving, our team of expert electricians delivers tailored services that meet the unique needs of each customer. From installation and maintenance to repair and emergency response, we empower our clients to operate efficiently, safely, and sustainably.","3723 Far Niente Way, Sacramento, CA 95834",Sacramento,CA,95834,19164194626,email@fouraceelectrical.com,https://fouraceelectrical.com,"[""Electrical services, industrial, commercial, and residential""]",True
