id,name,description,address,city,state,state1,zip_code,telephone1,email1,website1,website_screenshot_url,uuid_id,name_slug,approved,services,certification,business_products_services
64,"Austin Solar, LLC","Located in Moab, Utah, Austin Solar installs solar photovoltaic systems for homes and businesses. Owner Andrew Austin is a licensed Utah state solar PV installation contractor and NABCEP certified PV Installation Professional.","4949 Spanish Valley Dr, Moab, UT, 84532",Moab,Utah,UT,84532,435 260 24,austinsolarmoab@gmail.com,https://www.austinsolarmoab.com,,,,,,,"Professional solar panel installation in Moab, Utah. Specializes in grid-tied solar PV installations and performs maintenance and design for off-grid, battery based solar PV systems. Provides solutions for solar electrical needs including grid-tied, off-grid, and portable/RV solar PV systems."
65,Automated Living LLC,"Louisville Metro and Southern Indiana’s leading provider of home automation, custom home theater rooms and pro audio/video solutions.","1739 W Market St, Louisville, Kentucky, 40203",Louisville,Kentucky,KY,40223,502 643 114,sales@automatedlivingllc.com,https://www.automatedlivingllc.com,,,,,,,"Home automation, security systems, automated lighting, AV systems, automated shades, smart home solutions, custom home theater rooms and pro audio/video solutions."
66,Example Company,A leading consulting firm specializing in marketing and sales solutions for businesses of all sizes.,"Temple, TX,76501",New York,Texas,TX,76501,713 123 4567,info@avelectrictx.com,https://www.avelectrictx.com,,,,,,,"Consulting services in marketing and sales, offering strategy development, implementation, and training."
67,Avail Services,"Avail Services builds to make a difference. Since 2011, our commercial electrical & lighting repair & maintenance services have helped thousands of businesses find strength in their facilities. We’re committed to making it simpler for businesses and organizations to address their facility challenges. Our motivation stems from witnessing our clients achieve greater success when their buildings operate optimally for them. Avail Services is proudly a Woman Owned Business.","1143 N Market Blvd, Ste4, Sacramento, CA,95834",Sacramento,California,CA,95834,866 765 2618,info@availservices.com,https://www.availservices.com,,,,,,,"Cost-effective solutions in energy efficiency, EV charging, and renewable energy systems for commercial, municipal, industrial, and multifamily buildings. Services include EV charging station installation, battery storage, solar installation, interior and exterior lighting, refrigeration efficiency, HVAC controls, and energy surveys & audits."
68,Avail Solar,"Avail Solar is a Utah-based company that provides all-inclusive solar packages, taking care of everything from design and installation to ongoing maintenance. They pride themselves on providing quality solar solutions built to last with warranties of up to 25 years.","436 W4800 S, Murray, 84123 UT",Murray,Utah,UT,84123,1 385 4840 005,office@avail-solar.com,https://www.avail-solar.com,,,,,,,"Solar panel installation, roofing, HVAC services, and backup batteries. Services include new roof installation, residential roofing, flat roof installation, metal roof installation, leak repairs, roof inspections, roof flashing repairs, emergency roofing services, storm damage roof repair, eco-friendly roofing, furnace repair, new HVAC system installation, ductless mini split installation, air quality services, air duct services, solar maintenance, roofing & solar bundles, and HVAC & solar bundles."
69,Avatar Solar,"Avatar Solar is a high-quality alternative energy service provider with 20 years of experience. They are a recognized leader in the solar power industry, offering solutions for various sectors including investors, construction companies, industrial and commercial businesses, hotels and resorts, government facilities, residential complexes, and agriculture.","543 Country Club Drive, Simi Valley, CA 93065",Not provided in the source,California,CA,93065,1 805 813 46,,https://www.avatarsolar.com,,,,,,,"Avatar Solar specializes in the implementation of solar electric systems for mid-to-large commercial properties. They offer complete end-to-end solutions including energy efficiency consulting, site analysis, permitting, financing, maintenance and support, and billing."
70,Aviara Solar Contractors,Aviara Solar Contractors is a family-owned and operated residential solar service provider founded in 2007 in San Diego & Southern California. They provide quality renewable energy solutions.,"1939 Friendship Dr., Suite F, El Cajon, CA 92020",San Diego,California,CA,92020,858 45 020,sales@aviarasolar.com,https://www.aviarasolar.com,,,,,,,"Residential solar service provider offering premium solar panel installation services, design, and financing of quality solar electric systems. They also offer services such as solar monitoring, roofing, and solar panel installations, smart home integration, EV charging outlets, and solar maintenance."
71,AviSun Renewable Energy,AviSun Renewable Energy is a company dedicated to promoting renewable energy solutions. Their mission is to encourage the generation of energy through solar power to reduce reliance on environmentally damaging sources like coal and natural gas. They specialize in designing and installing high-quality solar energy systems.,"4353 Westchester Ct, Hudson, OH, 44236",Hudson,Ohio,OH,44236,440 570 5735,info@avisun.net,https://www.avisun.net,,,,,,,"Commercial Solar Installation, Residential Solar Installation"
72,"All Valley Solar, Inc.",All Valley Solar is dedicated to providing superior service in solar solutions.,"12623 Sherman Way Unit A, North Hollywood, CA,91605",North Hollywood,California,CA,91605,818 765 0720,contact@allvalleysolar.com,https://www.allvalleysolar.com,,,,,,,Solar services
73,Awake Solar,Empowering Texas with sustainable solar solutions since 2012. Family & Minority Owned Business since 2012,"6911, Brasada Drive, Houston, Texas,77085",Houston,Texas,TX,77085,186622538,,https://www.awakesolar.com,,,,,,,Residential and Commercial Solar Installation
74,Green Biz Financial,"Awesome Affordable Solar. Solar with no out of pocket money, BEST systems on the market!! SOLAR YOU CAN AFFORD!!! Never be without electricity again at a price everyone can afford!","596 Noonan Lane, Hickman, KY, 42050",Hickman,Kentucky,KY,42050,270 627 4551,bjjjackson9@att.net,https://www.awesomeaffordablesolars.com,,,,,,,Solar system sales and installation. Complete solar kits.
75,Axiom Electrical Services,"A locally-focused firm dedicated to building meaningful, long-lasting relationships with Mid-Michigan customers, providing quick project turnarounds and highly personalized service.","2933 Lyle Road, Beaverton, MI 48612",Beaverton,Michigan,MI,48612,8 435 8851,axiom.wiring@gmail.com,https://www.axiomelectricalservices.com,,,,,,,"Licensed electricians specializing in commercial, industrial, and residential electrical services, including troubleshooting, repairs, code violation corrections, service changes and upgrades, Generac generator installation and service, and LED lighting and controls."
76,Axis Energy,"Axis Energy is an established, financially secure company with a strong reputation and track record, and years of renewable energy experience.","150 Newspaper Way, Holly Springs, North Carolina, 27540",Holly Springs,North Carolina,NC,27540,1 346 8333,Info@Axis-EnergyInc.com,https://www.axis-energyinc.com,,,,,,,EPC and O&M solutions for renewable energy projects
77,Axis Solar,"Founded in 2018, Axis Solar is a trusted name in the commercial solar sector with over 50 years of collective renewable experience. They provide sustainable, reliable, and efficient solar projects, managing all services in-house to ensure quality and cost-effectiveness.","2801 Via Fortuna, Suite 520, Austin, Texas, 78746",Austin,Texas,TX,78704,512 501 4084,Help@axis-solar.com,https://www.axis-solar.com,,,,,,,"Engineering, procurement, and construction of commercial and residential solar systems, including roof-top arrays, ground mount systems, and solar carports. Services span from project development to operations and maintenance."
78,Axium Solar,"Founded in 2008, Axium Solar is a solar contractor with a commitment to quality and customer satisfaction.","3499 FM1461, Mckinney, Texas, 75071",McKinney,Texas,TX,75071,1 72 633 8680,info@axiumsolar.com,https://www.axiumsolar.com,,,,,,,"Design, construction, and maintenance of photovoltaic solutions for the commercial market, including project design and engineering, feasibility studies, electrical construction of large-scale solar, battery energy storage solutions, testing and commissioning, and service, operations, and maintenance."
79,Ayer Electric Incorporated,"Ayer Electric has been providing electrical contracting services since 1993, specializing in commercial, industrial, solar, and power generation projects. They are based in Barrington, New Hampshire and serve throughout New England.","1215 Calef Highway, Barrington, NH, 03825",Barrington,New Hampshire,NH,3825,603 868 6446,office@ayerelectric.com,https://www.ayerelectric.com,,,,,,,"Commercial, industrial, and renewable energy electrical solutions including office buildings, apartment complexes, schools, manufacturing facilities, wastewater facilities, solar installations, backup power systems, battery storage, generators, and critical power infrastructure."
