id,name,description,address,city,state,zip_code,phone,email,website,services
76,Allstate Roofing & More LLC,"Customer’s solution company for exterior projects. They provide modern roofs with environmental and energy efficiency considerations. Services include Residential, Commercial, Roofs, Solar, Gutters, and Gutter Protection","565 Blossom Rd., Ste G2, Rochester, NY 14610",Rochester,NY,14610,15854007663,,http://400roof.com/,"[""Customer’s solution company for exterior projects. They provide modern roofs with environmental and energy efficiency considerations. Services include Residential, Commercial, Roofs, Solar, Gutters, and Gutter Protection""]"
77,Entech Engineering Incorporated,"Renewable Energy, Energy Utilization",PO Box 871,,RI,871,14014668978,,https://www.entechengineering.com,"[""Renewable Energy, Energy Utilization""]"
78,Harness the Sun,"Solar + Battery Power, Commercial Installations, Ground Installations, Residential Installations","Connecticut
United States",,CA,,18609242786,info@harnessdelsol.com,http://www.harnessdelsol.com,"[""Solar + Battery Power, Commercial Installations, Ground Installations, Residential Installations""]"
79,"45 North Solar, Inc.","Excellence, expedience and experience in solar energy solutions.","1645 Hague Ave, St Paul, Minnesota, 55104",Minnesota,,55104,16514947320,,http://www.45northsolar.com,"[""Excellence, expedience and experience in solar energy solutions.""]"
80,Absolute Solar,"Turnkey solar, battery, and EV charging solutions for homes and businesses. Services include solar energy services, EV charger installation, and residential electrical services.","4063 Grand Oak Dr. A-107, Lansing, MI, 48911",MI,MI,48911,15175805840,info@absolutesolar.com,http://absolutesolar.com,"[""Turnkey solar, battery, and EV charging solutions for homes and businesses. Services include solar energy services, EV charger installation, and residential electrical services.""]"
81,Green Home Improvements,Home improvement services,"2240 W Woolbright Rd, Ste 315, Boynton Beach, FL, 33426",FL,FL,33426,15618150010,,http://www.greenhomeimprovements.com,"[""Home improvement services""]"
82,Aeterna Energy,"Solar and battery storage solutions for commercial buildings and large residential units, aiming to lower utility bills through solar with battery storage.","2645 Nutmeg Circle, Simi Valley, CA, 93065",CA,CA,93065,18058233232,,http://www.fridaymarketing.com/,"[""Solar and battery storage solutions for commercial buildings and large residential units, aiming to lower utility bills through solar with battery storage.""]"
83,1stChoiceSoCalcontractors,"Home improvement and renovation projects, Roofing, Exterior Paint, Solar, Pavers, Turf, Solar battery back up, Roof Coating",Southern California,,CA,,17605258512,1stChoiceSoCalContractors@gmail.com,http://1stchoicesocalcontractors.com/,"[""Home improvement and renovation projects, Roofing, Exterior Paint, Solar, Pavers, Turf, Solar battery back up, Roof Coating""]"
84,A&J Electric INC,Electrical company with a full service contractor.,"616 South Avant Lane, Memphis, TN, 38105",TN,"TN, AR",38105,19012958868,ajelectric@aj-electricllc.com,http://aj-electricllc.com,"[""Electrical company with a full service contractor.""]"
85,Harvest Solar,"Solar installations, Solar maintenance, Solar panel removals, Energy analysis services, Solar panel reinstallations","2050 Forest Ln, # 370, Garland, TX, 75042",TX,MI,75042,12149661782,via phone or email,http://www.harvestsolarinc.com,"[""Solar installations, Solar maintenance, Solar panel removals, Energy analysis services, Solar panel reinstallations""]"
86,512 Solar,"Solar panel design and installation contractor, serving businesses and homeowners. Residential and commercial solar design and installation, Solar Panels, Solar Maintenance, Solar Service, EV Chargers, Roof Inspection, Roof Installation and Repair, EV Charging Station Installation","1250 South Capital of Texas Highway, Bldg 3, Suite 400, Austin, TX, 78746",TX,TX,78746,15123292117,info@512solar.com,http://www.512solar.com,"[""Solar panel design and installation contractor, serving businesses and homeowners. Residential and commercial solar design and installation, Solar Panels, Solar Maintenance, Solar Service, EV Chargers, Roof Inspection, Roof Installation and Repair, EV Charging Station Installation""]"
87,Allied Roofing and Construction,"Residential and commercial roofing, storm repair to regular maintenance, siding to roofing, roof repairs, new roof installations, flat roofs, flat roof repair, EPDM roofs, and roof coatings","116 South Main Street, Suite 12, Lodi, NJ, 07644",NJ,NJ,7644,19738512768,help@alliednj.com,http://alliedconstructionusa.com/,"[""Residential and commercial roofing, storm repair to regular maintenance, siding to roofing, roof repairs, new roof installations, flat roofs, flat roof repair, EPDM roofs, and roof coatings""]"
88,"Dana Logsdon Roofing & Solar, Inc.",Residential and Commercial Roofing Contractor and Solar Installation,"1483 N. Cuyamaca St, El Cajon, CA, 92020",CA,CA,92020,16193908177,dana@roofon.com,http://www.roofon.com,"[""Residential and Commercial Roofing Contractor and Solar Installation""]"
89,H&K Energy Solutions LLC,"Diesel, Solar, Wind, Hydro, Inverters, Batteries, Power systems installation and repair, Remote and Renewable power solutions.","2521 Mountain Village Dr B, Wasilla, AK, 99654",AK,AK,99654,19072780110,info@handkenergy.com,http://www.handkenergy.com,"[""Diesel, Solar, Wind, Hydro, Inverters, Batteries, Power systems installation and repair, Remote and Renewable power solutions.""]"
90,"FHK Construction, LLC","General Construction, Electrical Contracting, Commercial/Industrial Maintenance, HVAC, Plumbing, Fire & Security Systems & Alarms, Energy Auditing, Sign Design, Installation, & Repair, Engineering, Project Management, Scheduling, Quality Assurance & Control Services, Commissioning, Village Hire Project Supervision, Healthcare Facilities, Certified Pool Operators, 24 Hour Call Out Services","329 Driveway St, Fairbanks, Alaska, 99701",Alaska,AK,99701,19074792558,office@fhkconstruction.com,http://www.fhkconstruction.com/,"[""General Construction, Electrical Contracting, Commercial/Industrial Maintenance, HVAC, Plumbing, Fire & Security Systems & Alarms, Energy Auditing, Sign Design, Installation, & Repair, Engineering, Project Management, Scheduling, Quality Assurance & Control Services, Commissioning, Village Hire Project Supervision, Healthcare Facilities, Certified Pool Operators, 24 Hour Call Out Services""]"
91,"E&W Electrical, LLC","Generator sales, installations, and service of automatic stand-by generators","515 Meadowland Drive, Suite 100, Hillsborough, NC, 27278",NC,NC,27278,19192450200,info@ncgenerators.com,https://www.ncgenerators.com,"[""Generator sales, installations, and service of automatic stand-by generators""]"
92,DC Illuminations,"electrical contracting company, commercial, residential, and parking lot lighting services","2671, Orchard Lake Road, Sylvan Lake, Michigan, 48230",Michigan,MI,48230,12486816458,,http:///,"[""electrical contracting company, commercial, residential, and parking lot lighting services""]"
93,All Star Roofing,"Roofing, Solar Installation, Siding Installation, Gutters","6650 Rivers Avenue N. North, Charleston, SC 29406",Charleston,TX,29406,18333607663,info@allstarroofers.com,http://www.allstarroofingandsolar.com,"[""Roofing, Solar Installation, Siding Installation, Gutters""]"
94,getsolar101,Not available,"500 Fairway Dr, Suite 101, Deerfield Beach, FL 33441",Deerfield Beach,FL,33441,15614556811,,http://www.getsolar101.com,"[""Not available""]"
95,Action Energy,"Solar power, Energy Storage, Electric Vehicle Charging, Tesla Solar Roof, Roofing & Solar",,,CA,,,admin@actionenergysb.com,http://www.actionenergysb.com,"[""Solar power, Energy Storage, Electric Vehicle Charging, Tesla Solar Roof, Roofing & Solar""]"
96,Hoss Electric CO.,"Quality Electrical Services, Electrical Diagnostics, Energy Management, Power Monitoring, Logging and Chart Recording, Generator Offset Peak Demand Timing, Power Systems Demand, Grid Optimization and Scheduling, LED Lighting and Solar & Wind Power","Denver, Colorado",Denver,CO,,13039406000,,http://www.hosselectricco.com/,"[""Quality Electrical Services, Electrical Diagnostics, Energy Management, Power Monitoring, Logging and Chart Recording, Generator Offset Peak Demand Timing, Power Systems Demand, Grid Optimization and Scheduling, LED Lighting and Solar & Wind Power""]"
97,1 Star Energy,Turn Key Integrator and Solar Consulting firm,"PO Box 40, Colleyville, TX, 76034",TX,"CA, NM, NJ, NY, PR",76034,12398965725,dave@1starenergy.com,http://www.1starenergy.com,"[""Turn Key Integrator and Solar Consulting firm""]"
98,Jamar Power Systems,"Solar and Electrical services for homes, businesses, and home builders. Services include: Solar Power Systems, Electrical Services, Lighting and Automation Systems, Electric Vehicle Chargers, Solar Panel Installation, Solar Panel Repairs, Solar Inverter Repairs, Realtime Solar Monitoring & Alert Service.","9830 Prospect Ave., Suite D, Santee, CA, 92071",CA,CA,92071,16194487770,,http://www.jamarpower.com,"[""Solar and Electrical services for homes, businesses, and home builders. Services include: Solar Power Systems, Electrical Services, Lighting and Automation Systems, Electric Vehicle Chargers, Solar Panel Installation, Solar Panel Repairs, Solar Inverter Repairs, Realtime Solar Monitoring & Alert Service.""]"
99,Horizon Green Energy,Not available,"13051 Abercorn St., Ste B3 #440, Savannah, Georgia, 31419",Georgia,GA,31419,18669319007,,http://www.horizongreenenergy.com,"[""Not available""]"
100,Jersey Solar Power Systems,"Solar energy solutions provider, supply top-quality solar equipment, professional installation of new solar equipment and maintenance of existing ones","35 Journal Square Plaza, Jersey City, NJ 07306",Jersey City,NJ,7306,12018851023,info@jerseysolarpowersystems.com,http://www.jerseysolarpowersystems.com,"[""Solar energy solutions provider, supply top-quality solar equipment, professional installation of new solar equipment and maintenance of existing ones""]"
101,Galaxy Solar,Solar Energy Solutions,"5324 E. Fairbrook St., Mesa, AZ, 85205",AZ,AZ,85205,14804159762,,http://www.galaxysolarco.com,"[""Solar Energy Solutions""]"
102,ALL-PRO ELECTRIC,"Electrical construction and renovation services for Commercial, Retail, Medical, Industrial, and Educational industries. Services include: Electrical Construction, Security Systems, Fire Alarm, Networking, Renewable Energy, Service Department, Utility, EV Charging, Emergency Restoration.","640, Boxford Road, Bradford, MA, 01835",MA,MA,1835,19784690100,info@allproelectric.com,http://www.allproelectric.com,"[""Electrical construction and renovation services for Commercial, Retail, Medical, Industrial, and Educational industries. Services include: Electrical Construction, Security Systems, Fire Alarm, Networking, Renewable Energy, Service Department, Utility, EV Charging, Emergency Restoration.""]"
103,High Caliber Electric,"Residential & Commercial Electrical Services, 24/7 Emergency Services, EV Charging Installations","Antioch, IL, 60002 United States",IL,IL,60002,12242377398,,http://www.highcaliberelectrical.com,"[""Residential & Commercial Electrical Services, 24/7 Emergency Services, EV Charging Installations""]"
